injection,heat,heat_stdev,ignore_point
2.35,-1.89631,0.00189631,True
1.5,-1.91895,0.00191895,False
1.5,-0.1018,0.00010180000000000001,False
1.5,-0.09628,9.628e-05,False
1.5,-0.08349,8.349e-05,False
1.5,-0.03877,3.8769999999999996e-05,False
1.5,-0.07032,7.031999999999999e-05,False
1.5,-0.0595,5.9499999999999996e-05,False
1.5,-0.06149,6.149000000000001e-05,False
1.5,0.00301,3.01e-06,False
1.5,-0.07287,7.287000000000001e-05,False
1.5,-0.1275,0.0001275,False
1.5,-0.05509,5.509e-05,False
1.5,-0.10183,0.00010183,False
1.5,-0.08538,8.538e-05,False
1.5,-0.04531,4.5310000000000005e-05,False
1.5,-0.08082,8.082e-05,False
1.5,-0.10798,0.00010798,False
1.5,-0.08117,8.117000000000001e-05,False
1.5,-0.02931,2.931e-05,False
1.5,-0.06551,6.551e-05,False
1.5,-0.1091,0.00010910000000000001,False
1.5,-0.09955,9.955000000000001e-05,False
1.5,-0.11479,0.00011479,False
1.5,-0.08707,8.706999999999999e-05,False
